UML_ID,Mill_Name,Group_Name,Group,Parent_Com,Parent Company,Comments,RSPO_Statu,RSPO_Type,Date,Latitude,Longitude,ISO,Country,Province,District,Confidence,Alternativ,Type,Alt Names
PO1000003787,KLUANG,HOK HUAT GROUP SDN BHD,HOK HUAT GROUP,HOK HUAT OIL MILL SDN BHD,,,Not RSPO Certified,,2019-10-31,2.05869000000,103.36158000000,MYS,Malaysia,Johor,Keluang,1-Fully Verified,,"Crusher,CPO","KLUANG OIL PALM PROCESSING,KLUANG OIL PALM PROCESSING SDN BHD,,KLUANG OIL PALM
PROCESSINNG S/B,KLUANG OIL
PALM
PROCESSING
SDN BHD,,,,KLUANG OIL PALM PROCESSING SDN
BHD,KLUANG OIL PALM PROCESSINNG S/B,PAMOL KLUANG PALM OIL MILL, P.O. BOX
1, 86007, KLUANG, JOHOR, MALAYSIA,PAMOL KLUANG PALM OIL MILL, P.O. BOX
1, 86007, KLUANG, JOHOR, MALAYSIA,,,,,PAMOL KLUANG PALM OIL MILL, P.O. BOX
1, 86007, KLUANG, JOHOR, MALAYSIA,,,,KLUANG OIL PALM PROCESSING  SDN BHD,KLUANG OIL PALM PROCESSING
SDN BHD,PAMOL KLUANG PALM OIL MILL, P.O. BOX
1, 86007, KLUANG, JOHOR, MALAYSIA,K.K.S. KLUANG O.P. PROCESSING SDN. BHD.,K.K.S. KLUANG O.P. PROCESSING SDN. BHD.,KLUANG OIL PALM PROCESSING SDN. BHD,,,KLUANG OIL PALM,,KLUANG OIL PALM PROCESSING SDN.,KLUANG OIL PALM PROCESSING SDN. BHD.,KLUANG OIL PALM PROCESSINNG
S/B,LUANG OIL PALM PROCESSING SDN BH,KLUANG OIL PALM PROCESSING SDNBHD,KLUANG OIL PALM PROCESSINNGS/B"
PO1000003789,DESA TALISAI,IJM PLANTATIONS BERHAD,IJM,IJM EDIBLE OILS SDN BHD,,,Not RSPO Certified,,2019-10-31,5.70636000000,117.53585000000,MYS,Malaysia,Sabah,Beluran,1-Fully Verified,,,"DESA TALISAI PALM OIL MILL SDN BHD,,DESA TALISAI PALM OIL MILL SN BHD,DESA TALISAI PALM OIL MILL SN BHD,,,,,,,,,,,,,,DESA TALISAI PALM OIL MILL,DESA TALISAI PALM OIL MILL,DESA TALISAI PALM OIL MILL SDN. BHD.,DESA TALISAI PALM OIL MILL SDN. BHD.,,,,,"
PO1000003790,MINAT TEGUH,IJM PLANTATIONS BERHAD,IJM,IJM EDIBLE OILS SDN BHD,,,Not RSPO Certified,,2019-10-31,5.81789000000,117.86939000000,MYS,Malaysia,Sabah,Sandakan,1-Fully Verified,,"Crusher,CPO","AKRAB PERKASA,MINAT TEGUH / AKRAB PERKASA,,AKRAB PERKASA POM,MINAT,MINAT TEGUH PALM OIL MILL,MINAT TEGUH PALM OIL MILL,,,,,,,,,,AKRAB PERKASA SDN BHD,,,,,AKRAB PERKASA SDN. BHD.,AKRAB PERKASA SDN. BHD.,MINAT / AKRAB PERKASA,,,,,"
PO1000003792,SABANG 2,IJM PLANTATIONS BERHAD,IJM,IJM EDIBLE OILS SDN BHD,,,Not RSPO Certified,,2019-10-31,6.35182000000,117.47934000000,MYS,Malaysia,Sabah,Beluran,1-Fully Verified,,,"SABANG MILL SDN BHD (MILL 2),SABANG PALM OIL MILL II,SABANG PALM OIL MILL II,,,,,,,,,,SABANG 2 POM,,,,KKS SABANG II,KKS SABANG II,,SABANG PALM OIL MILL 2,,,ABDI BUDI MULIA 884"
PO1000003793,SERIJAYA INDUSTRI SDN BHD,YAYASAN SABAH GROUP,YAYASAN SABAH GROUP,INNOPRISE PLANTATIONS BERHAD,,,Not RSPO Certified,,2019-10-31,4.795233,117.357100,MYS,Malaysia,Sabah,Tongod,1-Fully Verified,,,"SERIJAYA INDUSTRI,,,,SERIJAYA PALM OIL MILL,SERIJAYA PALM OIL MILL,,,,,,SERIJAYA"
PO1000003795,SEPAGAYA,SAWIT KINABALU SDN BHD,Sawit Kinabalu (SKSB),SAWIT KINABALU SDN BHD,,,Not RSPO Certified,,2019-10-31,5.63388000000,118.12495000000,MYS,Malaysia,Sabah,Sandakan,1-Fully Verified,,,"BORNEO SAMUDERA SDN BHD (SEPAGAYA,BORNEO SAMUDERA SDN BHD (SEPAGAYA MILL),SEPAGAYA PALM OIL MILL,,,,,,,BORNEO SAMUDERA SDN BHD (SEPAGAYA
MILL),GEMILANG SAWIT LESTARI MILL,SEPAGAYA MILL,,,,BORNEO SAMUDERA SDN BHD,KILANG SAWIT SEPAGAYA,,"
PO1000003796,UNICO,IOI CORPORATION,IOI,IOI CORPORATION BERHAD,IOI,,RSPO Certified,"RSPO Certified, MB",2019-10-31,5.15006000000,118.22206000000,MYS,Malaysia,Sabah,Lahad Datu,1-Fully Verified,,,"UNICO MILL,,,,,,,,,,,TAMACO POM 2,UNICO PALM OIL MILL,UNICO OIL MILL SDN. BHD.,UNICO PALM OIL
MILL,DHARMA WUNGU GUNA POM,,,"
PO1000003797,UNICO DESA,IOI CORPORATION,IOI,IOI CORPORATION BERHAD,IOI,,RSPO Certified,"RSPO Certified, MB",2019-10-31,5.41309000000,118.52933000000,MYS,Malaysia,Sabah,Kinabatangan,1-Fully Verified,,,"UNICO-DESA,,,,,,,,,,,,UNICO OIL MILL,UNICO,UNICO‐DESA,KKP POM,UNICO -DESA,,,K.K.S. UNICO DESA,ABDI BUDI MULIA 1272"
PO1000003798,WEALTH HOUSES,JAYA TIASA HOLDINGS BERHAD,Jaya Tiasa Holdings (JTH),JT OIL DEVELOPMENT SDN BHD,,,Not RSPO Certified,,2019-10-31,2.38954000000,111.35225000000,MYS,Malaysia,Sarawak,Daro,2-High Confidence,,,"JT OIL DEVELOPMENT,JT OIL DEVELOPMENT SDN BHD,,,,,,,,,JT OIL PALM DEVELOPMENT SDN. BHD.,JT OIL PALM DEVELOPMENT SDN. BHD.,BUMI DAYA AGROTAMAS,JT OIL DEVELOPMENT SDN BHD (WEALTH HOUSES POM),,,WEALTH HOUSE CPO,,,JT OIL DEVELOPMENT SDN BHD (WEALTH HOUSESPOM)"
PO1000003799,MAUJAYA,JAYA TIASA HOLDINGS BERHAD,Jaya Tiasa Holdings (JTH),MAUJAYA SDN BHD,,,Not RSPO Certified,,2019-10-31,2.43893000000,111.52443000000,MYS,Malaysia,Sarawak,Daro,1-Fully Verified,,,"MAUJAYA SDN BHD,,,,,,MAUJAYA SDN. BHD.,MAUJAYA SDN. BHD.,,,DARO JAYA CPO,,"
PO1000003800,LASSA,JAYA TIASA HOLDINGS BERHAD,Jaya Tiasa Holdings (JTH),MAXIWEALTH HOLDINGS SDN BHD,,,Not RSPO Certified,,2019-10-31,2.51972000000,111.64077000000,MYS,Malaysia,Sarawak,Matu,1-Fully Verified,,,"MAXIWEALTH HOLDINGS (LASSA),MAXIWEALTH HOLDINGS SDN BHD,,MAXIWEALTH HOLDINGS,,,,,MAXIWEALTH HOLDINGS SDN. BHD.,MAXIWEALTH HOLDINGS SDN. BHD.,,,MAXIWEALTH HOLDINGS SDN BHD(LASSA),LASSA CPO,,"
PO1000003801,PALM GROUP,MAFRICA CORPORATION SDN BHD / PALMGROUP HOLDINGS SDN BHD,MAFRICA CORPORATION  / PALMGROUP HOLDINGS,PALMGROUP PALM OIL MILL SDN BHD,,,Not RSPO Certified,,2019-10-31,2.82391000000,112.63452000000,MYS,Malaysia,Sarawak,Selangau,1-Fully Verified,,,"PALM GROUP PALM OIL MILL SDN BHD,,MAFRICA,,,,,,,,MAFRICA PALM OIL MILL,PALMGROUP PALM OIL MILL,PALMGROUP PALM OIL MILL,,,,,PALMGROUP,,"
PO1000003803,TAKON,JC CHANG (PTE) LTD,JC CHANG,SANKINA OIL MILLS SDN BHD,,,Not RSPO Certified,,2019-10-31,5.06444000000,118.81222000000,MYS,Malaysia,Sabah,Lahad Datu,1-Fully Verified,,,"SANKINA,SANKINA OIL MILL SDN BHD,,,,,,,,,,,,,,,SANKINA OIL MILL SDN BHD(TAKON),SANKINA OIL MILL SDN. BHD.,SANKINA OIL MILL SDN. BHD.,TAKON PALM OIL MILL SDN BHD,,,SANKINA OIL MILL SDN BHD (TAKON PALM OIL MILL)"
PO1000003804,JENG HUAT,JENG HUAT (BAHAU) REALTY SDN BHD,JENG HUAT (BAHAU) REALTY,JENG HUAT (BAHAU) REALTY SDN BHD,,,Not RSPO Certified,,2019-10-31,3.10381000000,102.45808000000,MYS,Malaysia,Pahang,Bera,1-Fully Verified,,,"JENG HUAT (BAHAU) REALTY,JENG HUAT (BAHAU) REALTY SDN BHD,,JENG HUAT (BAHAU) REALITY SDN BHD,JENG HUAT (BAHAU) REALTY SDN.BHD.,JENG HUAT(BAHAU) REALTY
SDN BHD,KILANG SAWIT
JENG HUAT
PALM OIL MILL,,,,JENG HUAT(BAHAU) REALTY SDN BHD,,,,,,,,KILANG KELAPA SAWIT JENG HUAT,JENG HUAT (BAHAU) REALTY SDN
BHD,JENG HUAT (BAHAU)REALTY SDN BHD,JENG HUAT REALTY SDN BHD,,JENG HUAT (BAHAU) REALTY SDN. BHD.,JENG HUAT (BAHAU) REALTY SDN. BHD.,,JENG HUAT (BAHAU) REALITY SDN
BHD,,,JENG HUAT (BAHAU)
REALTY SDN.BHD.,,KILANG SAWIT JENG HUAT PALM OIL MILL,,,JENG HUAT (BAHAU),JENG HUAT (BAHAU) REALTYSDN.BHD."
PO1000003805,KAHANG,JENG HUAT (BAHAU) REALTY SDN BHD,JENG HUAT (BAHAU) REALTY,KAHANG PALM OIL MILL SDN BHD,,,Not RSPO Certified,,2019-10-31,2.34228000000,103.43840000000,MYS,Malaysia,Johor,Keluang,1-Fully Verified,,,"LADANG BUKIT CANTEK,KAHANG PALM OIL MILL SDN BHD,,LADANG BUKIT CANTIK,KAHANG PALM OIL MILL,LADANG BUKI CANTEK,KAHANG PALM
OIL MILL,,,,,,,,,,,,,,,,KAHANG PALM OIL MILL SDN. BHD.,KAHANG PALM OIL MILL SDN. BHD.,KAHANG PALM OIL - MILL,KAHANG PALM OIL MILL
SDN BHD,ROHUL SAWIT INDUSTRI POM/SUKA DAMAI,,,KAHANG POM,,,"
PO1000003806,ASIAN PLANTATIONS MILLING,FGV HOLDINGS BERHAD,FGV,ASIAN PLANTATIONS MILLING SDN BHD,,,Not RSPO Certified,,2019-10-31,3.58705000000,114.22587000000,MYS,Malaysia,Sarawak,Marudi,1-Fully Verified,,,"ASIAN PLANTATIONS,ASIAN PLANTATIONS MILLING SDN BHD,,,,ASIAN PLANTATION MILLING,,,,,,,ASIAN PLANTATION,ASIAN PLANTATIONS MILLING SDN. BHD.,ASIAN PLANTATIONS MILLING SDN. BHD.,AGRO WIJAYA INDUSTRI,,,,,ASIAN PLANTATIONSING"
PO1000003809,PALOH 3,KESEDAR,KESEDAR,KESEDAR PERKILANGAN SDN BHD,,,Not RSPO Certified,,2019-10-31,4.99986000000,102.27477000000,MYS,Malaysia,Kelantan,Gua Musang,1-Fully Verified,,,"KESEDAR,KESEDAR PERKILANGAN SDN BHD,KESEDAR PERKILANGAN SDN BHD (PALOH 3),KILANG KELAPA SAWIT PALOH 3,,,,PALOH3,,,KILANG SAWIT KPSB PALOH 3,,,KILANG KELAPA SAWIT
PALOH 3,,KESEDAR PERKILANGAN SDN BHD (PAL0H 3),KESEDAR PERKILANGAN SDN BHD (KILANG SAWIT PALOH 3),PALOH 3 PALM OIL MILL,KKS PALOH 3,,,KESEDAR PERKILANGAN SDN BHD(PALOH 3)"
PO1000003811,CORONATION,KIAN HOE PLANTATIONS BHD,KIAN HOE PLANTATIONS,KIAN HOE PLANTATIONS BHD,,,Not RSPO Certified,,2019-10-31,2.02278000000,103.26719000000,MYS,Malaysia,Johor,Keluang,1-Fully Verified,,,"CORONATION PALM OIL MILL,,KIAN HOE PLANTATIONS BHD,KIAN HOE PLANTATION BHD,CORONATION
PALM OIL MILL,,,,,,,,,,,,,,,,K.K.S. CORONATION,K.K.S. CORONATION,CORONATION PALM OIL- MILL,KIAN HOE - CORONATION PALM OIL MILL,CORONATION PALM OIL,,,CORONATION POM,,,"
PO1000003812,BUKIT PASIR,HOK HUAT GROUP SDN BHD,HOK HUAT GROUP,HOK HUAT OIL MILL SDN BHD,,,Not RSPO Certified,,2019-10-31,2.08513000000,102.69762000000,MYS,Malaysia,Johor,Muar,1-Fully Verified,,,"KILANG KELAPA SAWIT BUKIT PASIR,,HOCK HUAT GROUP,KILANG KELAPA SAWIT BUKIT PASIR SDN BHD,KILANG KELAPA SAWIT BUKIT PASIR
SDN.BHD,KILANG KELAPA SAWIT BUKIT
PASIR,KILANG KELAPA
SAWIT BUKIT
PASIR SDN BHD,,,,KILANG KELAPA SAWIT BUKIT PASIR SDN
BHD,KILANG KELAPA SAWIT BUKIT PASIR SDN
BHD,KILANG KELAPA SAWIT BUKIT PASIR SDN
BHD (25939-K),,,,,,,,KILANG KELAPA SAWIT BUKIT PASIR
SDN BHD,HOK HUAT OIL MILL SDN BHD,K.K.S. BUKIT PASIR SDN. BHD.,K.K.S. BUKIT PASIR SDN. BHD.,BUKIT PASIR SDN BHD,BUKIT PASIR SDN BHD,BUKIT PASIR POM,,,,,KILANG KELAPA SAWIT BUKIT PASIR SDN. BHD.,KILANG KELAPA SAWIT BUKIT PASIRSDN BHD"
PO1000003813,FORTUNA,FORTUNA GROUP,FORTUNA GROUP,KILANG KELAPA SAWIT FORTUNA SDN BHD,,,Not RSPO Certified,,2019-10-31,6.04750000000,117.21972000000,MYS,Malaysia,Sabah,Beluran,1-Fully Verified,,,"KILANG KELAPA SAWIT FORTUNA,,,,,,,,,,,,,,FORTUNA PALM OIL MILL,KILANG KELAPA SAWIT FORTUNA SDN. BHD.,KILANG KELAPA SAWIT FORTUNA SDN. BHD.,KIAN HOE,,,,,,SAWIT FORTUNA,KILANG KELAPA SAWIT FORTUNA SDN
BHD,KILANG KELAPA SAWIT FORTUNA SDN BHD"
PO1000003814,KILANG KELAPA SAWIT LADANG SIANG,PH PALM EXPRESS CORPORATION,PH PALM EXPRESS CORPORATION,PH PALM EXPRESS SDN BHD,,,Not RSPO Certified,,2019-10-31,1.63361000000,104.21889000000,MYS,Malaysia,Johor,Kota Tinggi,1-Fully Verified,,,"LADANG SIANG,PH PALM EXPRESS SDN BHD,,KILANG KELAPA SAWIT LADANG SIANG,PH FRUIT EXPRESS - LADANG SIANG,,,,,KILANG KELAPA SAWIT LADANG
SIANG,SIANG,SIANG,SIANG,KILANG KELAPA SAWIT SIANG,KILANG KELAPA SAWIT
LADANG SIANG,NUNUKAN SAWIT MAS MILL,KILANG KELAPA SAWIT LADANGSIANG,,ABDI BUDI MULIA 793,LADANG SIANG POM"
PO1000003815,LEKIR,JOHAWAKI PLANTATION SDN BHD,JOHAWAKI PLANTATION,KILANG KELAPA SAWIT LEKIR SDN BHD,,,Not RSPO Certified,,2019-10-31,4.15120000000,100.78119000000,MYS,Malaysia,Perak,Perak Tengah,1-Fully Verified,,,"KILANG KELAPA SAWIT LEKIR SDN BHD,KILANG KELAPA SAWIT LEKIR SDN BHD,KILANG KELAPA SAWIT LEKIR,KILANG KELAPA
SAWIT LEKIR SDN.
BHD,,,ASTANA ENDAH SDN BHD,,KILANG KELAPA SAWIT LEKIR SDN
BHD,KKS LEKIR,,,,,LEKIR SDN BHD,KILANG KELAPA SAWIT LEKIR SDN. BHD,,KILANG KELAPA SAWIT
LEKIR,,LEKIR PALM OIL MILL,KILANG KELAPA SAWIT LEKIR SDNBHD,KILANG KELAPA
SAWIT LEKIR SDN
BHD"
PO1000003816,SELAMA,FELCRA BERHAD,FELDA,FELCRA BERHAD,,,Not RSPO Certified,,2019-10-31,5.17829000000,100.71667000000,MYS,Malaysia,Perak,Kampar,1-Fully Verified,,,"KILANG KELAPA SAWIT SELAMA,,,SELAMA OIL MILL SDN. BHD.,SELAMA OIL MILL SDN BHD,,,,,SELAMA OIL,SELAMA OIL MILL
SDN BHD"
PO1000003817,KAMUNTING,NGAN & NGAN HOLDINGS SDN BHD,NGAN & NGAN HOLDINGS,KILANG MINYAK SAWIT KAMUNTING SDN BHD,,,Not RSPO Certified,,2019-10-31,4.92271000000,100.71973000000,MYS,Malaysia,Perak,Larut and Matang,1-Fully Verified,,,"KILANG MINYAK SAWIT KAMUNTING SDN BHD,KILANG MINYAK SAWIT KAMUNTING SDN BHD,KILANG MINYAK SAWIT KAMUNTING,KHADMUNTING,KILANG MINYAK SAWIT KAMUNTING
SDN BHD,KILANG MINYAK SAWIT KAMUNTING
SDN BHD,KILANG MINYAK SAWIT KAMUNTING SDN
BHD,KILANG MINYAK SAWIT KAMUNTING SDN
BHD,,HKDAMUNTING,,,KILANG MINYAK SAWIT KAMUNTING SDN.,KILANG MINYAK SAWIT KAMUNTING SDN.,,KAMUNTING SDN BHD,KILANG MINYAK SAWIT KAMUNTING SDN BH,KILANG MINYAK SAWIT KAMUNTING SDN. BHD.,KILANG MINYAK SAWIT KAMUNTING SDN.
BHD.,,KILANG MINYAK SAWIT
KAMUNTING SDN BHD,,KILANG MINYAK SAWIT KAIRIUNTING  SDN BHD,,,KILANG MINYAK SAWIT KAMUNTING SDN.
BHD.,KILANG MINYAK SAWIT KAMUNTINGSDN BHD,KILANG MINYAK
SAWIT KAMUNTING
SDN BHD"
PO1000003818,TG TUALANG,KILANG MINYAK SAWIT TG TUALANG (1997) SDN BHD,KILANG MINYAK SAWIT TG TUALANG (1997),KILANG MINYAK SAWIT TG TUALANG (1997) SDN BHD,,,Not RSPO Certified,,2019-10-31,4.30521000000,101.03902000000,MYS,Malaysia,Perak,Kinta,1-Fully Verified,,,"TANJUNG TUALANG,KILANG MINYAK SAWIT TANJUNG TUALANG (1997),KILANG MINYAK SAWIT TANJUNG TUALANG (1997) SDN BHD,)T SGD TNU BAHLADNG,KILANG MINYAK SAWIT TANJUNG TUALANG (1997)SDN BHD,,KILANG MINYAK SAWIT TANJUNG
TUALANG (1997) SDN BHD,,,KILANG MINYAK SAWIT TANJUNG TUALANG
(1997) SDN BHD,TG. TUALANG,,T) GS DTNU ABLHADNG,,,KILANG MINYAK SAWIT TG. TUALANG,KILANG MINYAK SAWIT TG. TUALANG,,KILANG MINYAK SAWIT TANJUNG TUALANG (1997) SDNBHD,K.K.S. TANJUNG TUALANG (1997) SDN.
BHD.,K.K.S. TANJUNG TUALANG (1997) SDN. BHD.,KILANG MINYAK SAWIT TG. TUALANG (1997) SDN BHD,TANGJUNG TUALANG (1997) SDN BHD (KILANG MINYAK S,TANGJUNG TUALANG (1997) SDN BHD (KILANG MINYAK SAWIT ),TANGJUNG TUALANG (1997) SDN BHD (KILAN,TANJUNG TUALANG (1997) SDN BHD,KILANG MINYAK SAWIT TG. TUALANG
(1997) SDN. BHD.,KILANG MINYAK SAWIT TG. TUALANG
(1997) SDN. BHD.,,K.K.S. TANJUNG TUALANG
(1997) SDN. BHD.,KILANG MINYAK SAWIT TG. TUALANG (1997) SDN. BHD.,KILANG MINYAK SAWIT TG. TUALANG (1997) SDN. BHD.,,KILANG MINYAK SAWIT TG.TUALANG(1997) S/B,,,KILANG MINYAK SAWIT TG. TUALANG
(1997) SDN. BHD.,K.K.S. TANJUNG TUALANG (1997)SDN. BHD.,KILANG MINYAK
SAWIT TG
TUALANG"
PO1000003819,KILANG SAWIT BELL,BELL GROUP,BELL GROUP,KILANG SAWIT BELL SDN BHD,,,Not RSPO Certified,,2019-10-31,5.20470000000,118.07710000000,MYS,Malaysia,Sabah,Kinabatangan,1-Fully Verified,,,"KILANG SAWIT BELL SDN BHD,,KILANG SAWIT
BELL,,,,,,,,,,,,,,KILANG SAWIT BELL SDN. BHD.,KILANG SAWIT BELL SDN. BHD.,,,,,,BELL"
PO1000003820,LEMBING,YUWANG GROUP,Yuwang,KILANG SAWIT LEMBING SDN BHD,,,Not RSPO Certified,,2019-10-31,3.89270000000,103.09959000000,MYS,Malaysia,Pahang,Kuantan,1-Fully Verified,,,"KILANG SAWIT LEMBING SDN BHD,,KILANG SAWIT LEMBING SN BH,,,,KILANG SAWIT LEMBING SN BHD,,,,,,,,KILANG SAWIT LEMBING,KKS LEMBING SDN BHD,KKS LEMBING SDN. BHD.,KKS LEMBING SDN. BHD.,LEMBING SN BHD,LEMBING SDN BHD,KILANG SAWIT LEMBING SDN. BHD.,,,LEMBING POM,,KILANG KELAPA SAWIT LEMBING"
PO1000003821,MUAR,KILANG SAWIT MUAR BHD,KILANG SAWIT MUAR,KILANG SAWIT MUAR BHD,,,Not RSPO Certified,,2019-10-31,2.00942000000,102.67990000000,MYS,Malaysia,Johor,Muar,1-Fully Verified,,,"KILANG SAWIT MUAR,KILANG SAWIT MUAR BHD,,KILANG SAWIT MUAR SDN BHD,KILANG SAWIT MUAR BERHAD,KILANG SAWIT
MUAR,,,,,,,,,,,,,,,,KILANG SAWIT MUAR BHD.,KILANG SAWIT MUAR BHD.,KILANG SAWIT MUAR - MILL,KERATONG POM,MUAR SDN BHD,,,,MUAR PALM OIL MILL,KILANG SAWTT MUAR,MUAR POM"
PO1000003822,PANJI ALAM,KETENGAH HOLDINGS SDN BHD,KETENGAH HOLDINGS,KILANG SAWIT PANJI ALAM SDN BHD,,,Not RSPO Certified,,2019-10-31,4.37444000000,103.34917000000,MYS,Malaysia,Trengganu,Kemaman,1-Fully Verified,,,"KILANG SAWIT PANJI ALAM SDN BHD,,KETENGAH HOLDINGS SDN BHD,K.S. PANJI ALAM,,,,,,,,,,,KILANG SAWIT PANJI ALAM,K.K.S. PANJI ALAM SDN. BHD.,K.K.S. PANJI ALAM SDN. BHD.,KILANG SAWIT PANJI ALAM SDN.BHD.,K.S.MUAR,KILANG SAWIT PANJI ALAM SDN. BHD,SILINDA,PANJI ALAM SDN BHD,,KILANG SAWIT PANJI ALAM SDN BHD*,,,PANJI ALAM PALM OIL MILL,KILANG SAWIT PANJI ALAM SDN.BHD.,PANJI ALAM POM"
PO1000003823,UNITED BELL,BELL GROUP,BELL GROUP,KILANG SAWIT UNITED BELL SDN BHD,,,Not RSPO Certified,,2019-10-31,1.56545000000,103.46798000000,MYS,Malaysia,Johor,Pontian,1-Fully Verified,,,"UNITED BELL,KILANG SAWIT UNITED BELL SDN BHD,,KILANG KELAPA SAWIT UNITED
BELL,,,,KILANG KELAPA SAWIT UNITED BELL,,,,,,,,KILANG SAWIT UNITED BELL SDN
BHD,UHNDITED BELLL,UNITED BELLL,UNITED BELLL,UNITED BELLL,UNITED BELLL,UNITED BELLL,UNITED BELLL,UNITED BELLL,UNITED BELLL,UNITED BELLL,UNITED BELLL,UNITED BELLL,UNITED BELLL,UNITED BELLL,UNITED BELLL,KUTAI BALIAN NAULI POM,UNITED BELL SDN BHD,KILANG SAWIT UNITED BELL SDN. BHD.,,,,,KILANG SAWIT UNITED BELL,,,UNITED BELL POM"
PO1000003824,DESA KIM LOONG,KIM LOONG RESOURCES BERHAD,Kim Loong Resources,DESA KIM LOONG PALM OIL SDN BHD,,,Not RSPO Certified,,2019-10-31,5.12993000000,116.26556000000,MYS,Malaysia,Sabah,Keningau,1-Fully Verified,,,"DESA,DESA KIM LOONG PALM OIL SDN BHD,,,,,,,,,DESA KIM LONG PALM,,DESA KIM LOONG POM S/B,,,,,DESA KIM LOONG PALM OIL SDN
BHD,DESA KIM LOONG POM,KIM LOONG SABAH MILLS SDN BHD,KILANG KELAPA SAWIT DESA KIM LOONG,KILANG KELAPA SAWIT DESA KIM LOONG,DESA KIM LOONGS,CIPTA CHEMICAL MEDAN OIL,,,,,,,,DESA KIM LOONG PALM OIL MILL,,,DESA KIM LOONG PALM OIL SDNBHD"
PO1000003825,KOTA TINGGI,KIM LOONG RESOURCES BERHAD,Kim Loong Resources,KIM LOONG PALM OIL MILLS SDN BHD,,,Not RSPO Certified,,2019-10-31,1.80803000000,103.96197000000,MYS,Malaysia,Johor,Kota Tinggi,1-Fully Verified,,,"KIM LOONG PALM OIL MILLS,KIM LOONG PALM OIL MILLS SDN BHD,,KIM LOONGS,KIM LOONG,KIM LOONG PALM OIL MILLS SDN BHD(KOTA,K.K.S. TAI TAK,K.K.S. TAI TAK,KIM LOONG PALM OIL MILL,,,,,,,,,,,KIM LOONG PALM OIL MILLS SDN
BHD,EPA MANAGEMENT SDN BHD,DESA KIM LOONG PALM OIL MILL SDN BHD,KIM LOONG PALM OIL MILLS SDN BHD(KOTA
TINGGI),,,KIM LOONG PALM OILS MILLS SDN. BHD.,KIM LOONG PALM OIL MILLS SDN BHD(KOTA TINGGI),KIM LOONG PALM OIL SDN BHD,KIM LOONG PALM OIL SDN BHD,KIM LOONG -MILL,KIM LOONG PALM OILL MILL SDN BHD,KIM LOONG PALM OIL MILL SDN BHD,KIM LOONG PALM OIL MILLS SDN. BHD.,,,KIM LOONG PALM OIL MILLS SDN BHD (KOTA TINGGI),KIM LOONG PALM OILS MILL SDN BHD"
PO1000003826,TELUPID,KIM LOONG RESOURCES BERHAD,Kim Loong Resources,KIM LOONG SABAH MILLS SDN BHD,,,Not RSPO Certified,,2019-10-31,5.46728000000,116.98956000000,MYS,Malaysia,Sabah,Tongod,1-Fully Verified,,,"KIM LOONG SABAH,KIM LOONG TELUPID,KIM LOONG SABAH (TELUPID),KIM LOONG SABAH MILL SDN BHD (TELUPID),KIM LOONG SABAH MILL SDN BHD,,,,,,,,,,,,,KIM,KIM LOONG SABAH MILLS SDN. BHD.,KIM LOONG SABAH MILLS SDN. BHD.,KIM LOONG
SABAH MILL,KIM LOONG SABAH MILL,NUSANTARA SAWIT PERSADA POM,,,,,KIM LOONG SABAH PALM OIL MILL"
PO1000003827,PINANGAH,N.Y. HIEW (HOLDINGS) SDN BHD,N.Y. HIEW (HOLDINGS),KILANG KELAPA SAWIT PINANGAH SDN BHD,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,4.49102000000,118.43770000000,MYS,Malaysia,Sabah,Semporna,1-Fully Verified,,,"PINANGAH SDN BHD,KILANG KELAPA SAWIT PINANGAH SDN BHD,,,,,,,,,,PINANG POM,K.K.S. PINANGAH,K.K.S. PINANGAH,N.Y. HIEW (HOLDINGS) SDN. BHD. PINANGAH PALM OIL MILL,,,,,KILANG KELAPA SAWIT PINANGAH SDN,,"
PO1000003828,ABEDOM POM,KRETAM HOLDINGS BERHAD,Kretam Holdings (KHB),ABEDON OIL MILL SDN. BHD.,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,5.31178000000,117.97392000000,MYS,Malaysia,Sabah,Kinabatangan,1-Fully Verified,,,"ABEDON,ABEDON OIL MILL,,ABEDON MILL,ABEDON OIL
MILL SDN.
BHD,,,,,,,,,,,K.K.S.ABEDON,,ABEDON PALM OIL MILL,,,,,,ABEDON POM,,,K.K.S. ABEDON,K.K.S. ABEDON,ABEDON OIL MILL SDN. BHD.,ABEDON OIL
MILL SDN BHD,,,,,,,,,ABEDON OIL"
PO1000003830,PALOH KKS,KUALA LUMPUR KEPONG (KLK),KUALA LUMPUR KEPONG (KLK),KUALA LUMPUR KEPONG BERHAD,,,Not RSPO Certified,,2019-10-31,2.21125000000,103.21312000000,MYS,Malaysia,Johor,Keluang,1-Fully Verified,,,"LADANG PALOH,KILANG SAWIT PALOH,,PALOH PALM OIL MILL,PALOH,KUALA LUMPUR KEPONG BHD (PALOH POM),KILANG KELAPA SAWIT PALOH,PALOH POM,,KUALA LUMPUR KEPONG BHD (PALOH
POM),KUALA LUMPUR KEPONG BERHAD (PALOH),,,,KUALA LUMPUR KEPONG BHD
(PALOH POM),KLK PALOH PALM OIL MILL,,,MSHK ENGINEERING SDN BHD(K.K.SAWIT PALOH),MSHK ENGINEERING SDN BHD(K.K.SAWIT PALOH),MSHK ENGINEERING SDN BHD(K.K.SAWIT PALOH),,,"
